Date,Open,High,Low,Close,Adj Close,Volume
2021-06-21,416.799988,427.089996,415.929993,426.609985,409.478699,283207500
2021-06-28,427.170013,434.100006,425.890015,433.720001,416.303162,265096700
2021-07-05,433.779999,435.839996,427.519989,435.519989,418.030884,306093700
2021-07-12,435.429993,437.920013,430.920013,431.339996,414.018799,300932400
2021-07-19,426.190002,440.299988,421.970001,439.940002,422.273407,423964700
2021-07-26,439.309998,441.799988,435.989990,438.510010,420.900848,279975200
2021-08-02,440.339996,442.940002,436.100006,442.489990,424.720978,249469100
2021-08-09,442.459991,445.940002,441.309998,445.920013,428.013275,206975900
2021-08-16,444.529999,447.109985,436.119995,443.359985,425.556122,420586700
2021-08-23,445.160004,450.649994,443.440002,450.250000,432.169403,269312100
2021-08-30,450.970001,454.049988,450.709991,453.079987,434.885773,246050500
2021-09-06,452.709991,452.809998,445.309998,445.440002,427.552582,255772000
2021-09-13,448.640015,448.920013,441.019989,441.399994,423.674835,436939600
2021-09-20,434.880005,444.890015,428.859985,443.910004,427.449005,499812500
2021-09-27,442.809998,444.049988,427.230011,434.239990,418.137604,543882700
2021-10-04,433.000000,441.679993,426.359985,437.859985,421.623352,479279600
2021-10-11,437.160004,446.260010,431.540009,445.869995,429.336365,345885500
2021-10-18,443.970001,454.670013,443.269989,453.119995,436.317566,258932100
2021-10-25,454.279999,459.559998,452.390015,459.250000,442.220245,295327900
2021-11-01,460.299988,470.649994,458.200012,468.529999,451.156067,269089500
2021-11-08,469.700012,470.230011,462.040009,467.269989,449.942841,259299200
2021-11-15,468.640015,470.940002,466.230011,468.890015,451.502747,251637500
2021-11-22,470.890015,473.540009,457.769989,458.970001,441.950592,320496900
2021-11-29,464.070007,466.559998,448.920013,453.420013,436.606415,631737000
2021-12-06,456.130005,470.899994,453.559998,470.739990,453.284149,405133400
2021-12-13,470.190002,472.869995,458.059998,459.869995,442.817200,553968300
2021-12-20,454.480011,472.190002,451.140015,470.600006,454.741425,292271000
2021-12-27,472.059998,479.000000,472.010010,474.959991,458.954407,279152600
2022-01-03,476.299988,479.980011,464.649994,466.089996,450.383331,420356300
2022-01-10,462.700012,473.200012,456.600006,464.720001,449.059540,448334500
2022-01-17,459.739990,459.959991,437.950012,437.980011,423.220612,543717600
2022-01-24,432.029999,444.040009,420.760010,441.950012,427.056793,920508000
2022-01-31,441.239990,458.119995,439.809998,448.700012,433.579346,629246600
2022-02-07,449.510010,457.880005,438.940002,440.459991,425.617035,551393100
2022-02-14,439.920013,448.059998,431.820007,434.230011,419.596954,531254600
2022-02-21,431.890015,437.839996,410.640015,437.750000,422.998322,592717200
2022-02-28,432.029999,441.109985,427.109985,432.170013,417.606415,620607300
2022-03-07,431.549988,432.299988,415.119995,420.070007,405.914185,609269100
2022-03-14,420.890015,444.859985,415.790009,444.519989,429.540222,555925500
2022-03-21,444.339996,452.980011,440.679993,452.690002,438.793823,384264500
2022-03-28,452.059998,462.070007,449.140015,452.920013,439.016846,445526900
2022-04-04,453.130005,457.829987,443.470001,447.570007,433.830994,398083400
2022-04-11,444.109985,445.750000,436.649994,437.790009,424.351227,346074000
2022-04-18,436.809998,450.010010,425.440002,426.040009,412.961914,426937000
2022-04-25,423.670013,429.640015,411.209991,412.000000,399.352966,596614200
2022-05-02,412.070007,429.660004,405.019989,411.339996,398.713135,727288500
2022-05-09,405.100006,406.410004,385.149994,401.720001,389.388458,659709500
2022-05-16,399.980011,408.570007,380.540009,389.630005,377.669586,509269500
2022-05-23,392.829987,415.380005,386.959991,415.260010,402.512817,426273600
2022-05-30,413.549988,417.440002,406.929993,410.540009,397.937714,334006700
2022-06-06,414.779999,416.609985,389.750000,389.799988,377.834381,400315000
2022-06-13,379.850006,383.899994,362.170013,365.859985,354.629242,645270700
2022-06-20,371.890015,390.089996,370.179993,390.079987,379.739075,344213700
2022-06-27,391.049988,393.160004,372.559998,381.239990,371.133423,405582500
2022-07-04,375.880005,390.640015,372.899994,388.670013,378.366486,288787900
2022-07-11,385.850006,386.869995,371.040009,385.130005,374.920288,373575900
2022-07-18,388.380005,400.179993,380.660004,395.089996,384.616241,350654600
2022-07-25,395.750000,413.029999,389.950012,411.989990,401.068268,349890300
2022-08-01,409.149994,415.679993,406.820007,413.470001,402.509003,303725000
2022-08-08,415.250000,427.209991,410.220001,427.100006,415.777710,288667800
2022-08-15,424.769989,431.730011,421.220001,422.140015,410.949219,293940800
2022-08-22,417.049988,419.959991,405.250000,405.309998,394.565308,330007900
2022-08-29,402.200012,405.839996,390.040009,392.239990,381.841827,405425100
2022-09-05,393.130005,407.510010,388.420013,406.600006,395.821167,305130200
2022-09-12,408.779999,411.730011,382.109985,385.559998,375.338898,467945700
2022-09-19,382.260010,389.309998,363.290009,367.950012,359.667175,469119500
2022-09-26,366.410004,372.299988,357.040009,357.179993,349.139618,578341000
2022-10-03,361.079987,379.459991,359.209991,362.790009,354.623322,471548000
2022-10-10,363.959991,370.260010,348.109985,357.630005,349.579468,516508900
2022-10-17,364.010010,375.450012,357.279999,374.290009,365.864410,489399500
2022-10-24,375.890015,389.519989,373.109985,389.019989,380.262848,450644300
2022-10-31,386.440002,390.390015,368.790009,376.350006,367.878052,499634600
2022-11-07,377.709991,399.350006,373.609985,398.510010,389.539276,466719200
2022-11-14,396.660004,402.309998,390.140015,396.029999,387.115051,401025300
2022-11-21,394.640015,402.929993,392.660004,402.329987,393.273254,210479200
2022-11-28,399.089996,410.000000,393.299988,406.910004,397.750153,426499200
2022-12-05,403.950012,404.929993,391.640015,393.279999,384.426971,363375500
2022-12-12,394.109985,410.489990,381.040009,383.269989,374.642242,544863500
2022-12-19,383.470001,387.410004,374.769989,382.910004,376.009125,392450900
2022-12-26,382.790009,384.350006,376.420013,382.429993,375.537811,273542800
2023-01-02,384.369995,389.250000,377.829987,388.079987,381.085968,341944900
2023-01-09,390.369995,399.100006,386.269989,398.500000,391.318176,362278900
2023-01-16,398.480011,400.230011,387.260010,395.880005,388.745392,341074900
2023-01-23,396.720001,408.160004,393.559998,405.679993,398.368774,369137600
2023-01-30,402.799988,418.309998,400.279999,412.350006,404.918549,458864300
2023-02-06,409.790009,416.489990,405.010010,408.040009,400.686218,376978100
2023-02-13,408.720001,415.049988,404.049988,407.260010,399.920319,380547800
2023-02-20,403.059998,404.160004,393.640015,396.380005,389.236359,370835000
2023-02-27,399.869995,404.450012,392.329987,404.190002,396.905609,451837900
2023-03-06,405.049988,407.450012,384.320007,385.910004,378.955078,557051400
2023-03-13,381.809998,396.470001,380.649994,389.989990,382.961548,764346900
2023-03-20,390.799988,402.489990,389.399994,395.750000,390.100891,523360300
2023-03-27,398.119995,409.700012,393.690002,409.390015,403.546204,396282600
2023-04-03,408.850006,411.920013,405.679993,409.190002,403.349030,262936100
2023-04-10,406.609985,415.089996,405.970001,412.459991,406.572357,373375600
2023-04-17,412.369995,415.720001,410.170013,412.200012,406.316071,334521500
2023-04-24,411.989990,415.940002,403.779999,415.929993,409.992828,424849800
2023-05-01,415.470001,417.619995,403.739990,412.630005,406.739960,440398500
2023-05-08,412.970001,414.540009,408.869995,411.589996,405.714783,336006300
2023-05-15,412.220001,420.720001,410.230011,418.619995,412.644440,400138800
2023-05-22,418.640015,420.769989,409.880005,420.019989,414.024445,421134200
2023-05-29,422.029999,428.739990,416.220001,427.920013,421.811676,363259500
2023-06-05,428.279999,431.989990,425.820007,429.899994,423.763428,362551300
2023-06-12,430.920013,443.899994,430.170013,439.459991,433.186920,497040500
2023-06-19,437.450012,438.369995,432.470001,433.209991,428.612396,315854400
2023-06-26,432.619995,444.299988,431.190002,443.279999,438.575531,394077100
2023-07-03,442.920013,444.079987,437.059998,438.549988,433.895721,257946200
2023-07-10,438.179993,451.359985,437.589996,449.279999,444.511841,361018800
2023-07-17,449.130005,456.429993,449.079987,452.179993,447.381073,341153300
2023-07-24,453.369995,459.440002,451.549988,456.920013,452.070770,352473700
2023-07-31,457.410004,458.160004,446.269989,446.809998,442.068054,375593700
2023-08-07,448.709991,451.700012,443.350006,445.649994,440.920380,370178500
2023-08-14,444.700012,448.109985,433.010010,436.500000,431.867493,398151800
2023-08-21,437.549988,445.220001,435.000000,439.970001,435.300659,393065300
2023-08-28,442.239990,453.670013,439.970001,451.190002,446.401581,338691500
2023-09-04,450.730011,451.059998,442.750000,445.519989,440.791748,257939800
2023-09-11,448.239990,451.079987,442.920013,443.369995,438.664581,383137000
2023-09-18,443.049988,444.970001,429.989990,430.420013,427.354156,409635200
2023-09-25,429.170013,432.269989,422.290009,427.480011,424.435089,479085500
2023-10-02,426.619995,431.130005,420.179993,429.540009,426.480408,458357600
2023-10-09,427.579987,437.339996,427.010010,431.500000,428.426422,397730700
2023-10-16,433.820007,438.140015,421.079987,421.190002,418.189880,489486500
2023-10-23,419.609985,424.820007,409.209991,410.679993,407.754761,487347000
2023-10-30,413.559998,436.290009,412.220001,434.690002,431.593750,459345700
2023-11-06,435.470001,440.929993,433.399994,440.609985,437.471558,366470400
2023-11-13,439.230011,451.420013,438.420013,450.790009,447.579071,376539600
2023-11-20,450.529999,456.380005,450.519989,455.299988,452.056915,208313100
2023-11-27,454.649994,459.649994,453.339996,459.100006,455.829865,344617600
2023-12-04,455.600006,460.750000,454.309998,460.200012,456.922028,361425400
2023-12-11,459.690002,473.730011,459.470001,469.329987,465.986969,486953100
2023-12-18,470.980011,475.899994,467.820007,473.649994,472.182892,382852200
2023-12-25,474.070007,477.549988,473.299988,475.309998,473.837769,322779500
2024-01-01,472.160004,473.670013,466.429993,467.920013,466.470673,397502600
2024-01-08,468.429993,478.600006,468.299988,476.679993,475.203522,344005800
2024-01-15,475.260010,482.720001,469.869995,482.429993,480.935699,356448300
2024-01-22,484.010010,489.119995,482.779999,487.410004,485.900299,356721800
2024-01-29,487.730011,496.049988,482.859985,494.350006,492.818787,436991600
2024-02-05,493.700012,501.649994,490.230011,501.200012,499.647583,318555200
2024-02-12,501.170013,503.500000,490.720001,499.510010,497.962830,375133500
2024-02-19,497.720001,510.130005,493.559998,507.850006,506.276978,269064800
2024-02-26,508.299988,513.289978,504.750000,512.849976,511.261475,316478500
2024-03-04,512.030029,518.219971,504.910004,511.720001,510.134979,336114900
2024-03-11,510.480011,517.380005,508.119995,509.829987,508.250824,408533300
2024-03-18,514.000000,524.109985,511.119995,521.210022,521.210022,358522300
2024-03-25,519.799988,524.609985,518.400024,523.070007,523.070007,293270500
2024-04-01,523.830017,524.380005,512.760010,518.429993,518.429993,367203800
2024-04-08,519.150024,520.750000,509.079987,510.850006,510.850006,361747100
2024-04-15,515.130005,515.299988,503.579987,504.450012,504.450012,92101400
